FLAG,Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Number of Created Contracts,Unique Received From Addresses,Unique Sent To Addresses,min value received,max value received,avg val received,min val sent,max val sent,avg val sent,total ether balance,ERC20 total Ether sent contract,ERC20 min val rec
0,27.93,3011.5,15392.6,0,1,4,0.0001,4.17,1.23602,0.0,4.165,0.513917,0.0131,0.0,2.85522
0,914.86,6018.77,259433.22,0,3,1,0.001111,0.140096,0.067484,0.039939,0.139472,0.097059,0.011279985,0.0,2.00222
0,21.39,0.0,64.17,0,1,3,101.0,101.0,101.0,3.72538,53.91641,33.666149,0.0015539999999999,0.0,0.0
0,3.14,784.01,379403.92,0,4,1,0.199942,9.176517,1.090077,0.199229,9.17579,1.089319,0.365361549,0.0,0.01
0,21.94,0.0,65.82,0,1,3,101.0,101.0,101.0,7.973282000000001,78.025164,33.666149,0.0015539999999999,0.0,0.0
0,5.14,783.05,649236.18,0,18,1,2.085653,286.417343,56.381856000000006,2.085233,2953.52516,59.638411,0.327180008,0.0,0.0
0,0.0,31305.0,219135.02,1,1,0,1.0,6.0800800000000015,2.056072,0.0,0.0,0.0,14.39250575,0.0,0.0
0,158.4,0.69,318.18,0,2,2,44.673373,56.326627,50.5,6.0,94.999016,50.499508,0.000984218,0.0,0.0
0,67691.12,0.0,135382.23,0,1,2,0.70927,0.70927,0.70927,0.107,0.29554,0.20127,0.30672963,0.0,0.0
0,163.83,0.0,327.67,0,1,2,101.0,101.0,101.0,0.99916,99.999856,50.499508,0.000984218,0.0,0.0
0,0.0,0.0,5.7,0,1,1,1.003982,1.003982,1.003982,1.00351,1.00351,1.00351,0.000471636,0.0,0.0
0,14.79,529.38,1642365.92,0,8,3,0.010005,31.649559000000004,2.258151,0.499446,31.648916,2.369419,2.574987535,0.0,0.0
0,11200.08,5511.61,234671.05,0,6,8,0.05,10.0,4.266438,0.0,10.04475,1.421005,0.020535648,0.0,0.0
0,3221.64,4480.04,983405.0,0,11,73,0.00763,0.513157,0.121316,0.0,3.96,0.081465,-21.1134337,0.0,0.0
0,0.0,0.0,107.1,0,1,1,0.53,0.53,0.53,0.5278,0.5278,0.5278,0.0022,0.0,0.0
0,9174.48,1032.22,972841.62,0,12,57,0.012692,4.9825,1.643345,0.0,2.7,0.4235060000000001,0.749186791,0.0,0.0
0,9676.37,46570.37,300586.47,0,2,7,0.06,10.918805,7.235761,0.0,10.105,5.157857,0.073805,0.0,0.0
0,18424.89,48149.18,551017.42,0,5,2,1.0,44.992054,11.418546,0.001732,44.991237,10.14844,0.012411241,0.0,0.0
0,0.0,0.0,0.95,0,1,1,4.395,4.395,4.395,4.394214,4.394214,4.394214,0.00078606,0.0,0.0
0,6900.67,7993.31,1188813.58,0,10,41,0.002108,2428.901417,280.702992,0.0,2427.0,56.31075300000001,-360.8354499,0.0,0.0
0,0.0,0.0,537.6,0,1,1,1.99,1.99,1.99,1.989748,1.989748,1.989748,0.00025202,0.0,0.0
0,0.0,1881.38,244579.02,1,6,0,0.0,1.9,0.208538,0.0,0.0,0.0,27.10995407,0.0,0.557933
0,21.65,0.0,64.95,0,1,3,101.0,101.0,101.0,0.99895,53.135948,33.666149,0.0015539999999999,0.0,0.0
0,9673.63,8132.74,966339.17,0,6,4,0.0069999999999999,112.746,32.662884000000005,0.0,330.869217,68.954255,0.026041719,0.0,2.532966
0,162.22,0.33,325.1,0,2,2,29.278805,71.721195,50.5,0.28,100.719016,50.499508,0.000984218,0.0,0.0
0,8576.44,49.15,283366.45,0,6,25,0.01,4.65,1.628329,0.0,1.5,0.388939,-1.43669709,0.0,0.0
0,161.04,0.84,323.77,0,2,2,46.527963,54.472037,50.5,0.1681,100.830916,50.499508,0.000984218,0.0,0.0
0,120411.9,2987.4,367210.5,0,1,2,9.0,12.0,10.5,0.1,0.9,0.466667,19.6,0.0,0.0
0,2.58,0.0,10.32,0,2,3,942.711272,1058.288728,1000.5,0.1,1365.6998,500.249528,0.001886545,0.0,0.0
0,4446.65,87200.67,742071.85,0,7,8,0.004,0.4478140000000001,0.175894,0.00024,0.4471020000000001,0.140496,0.00219337,0.0,0.0
0,55.7,122.02,20152.48,0,1,11,0.651035,13.807301,4.743747,0.773679,94.390763,23.106071,0.01753388,0.0,0.0
0,160.03,0.22,320.73,0,3,2,13.906797,70.99896,33.666667,30.653908,70.345108,50.499508,0.000984218,0.0,0.0
0,0.0,0.0,1.45,0,1,1,0.470629,0.470629,0.470629,0.470158,0.470158,0.470158,0.000471636,0.0,0.0
0,161.45,0.82,324.53,0,2,2,48.79140200000001,52.208598,50.5,35.449712,65.549261,50.499487,0.001026218,0.0,0.0
0,163780.12,0.0,327560.25,0,1,2,0.002465,0.002465,0.002465,0.0,0.000139,7e-05,0.00232568,0.0,780.0
0,0.0,0.0,9254.08,0,1,1,4.995,4.995,4.995,4.99458,4.99458,4.99458,0.00042002,0.0,0.0
0,0.0,78670.32,472021.93,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,24.29,0.59,74.07,0,2,3,34.009388,66.990612,50.5,4.99895,71.968174,33.666159,0.001523001,0.0,0.0
0,6416.37,3469.12,689344.58,0,8,42,0.18,11.493826,3.740153,0.0,18.0,0.970799,-6.202405046,0.0,0.0
0,0.0,56.31,27819.42,0,4,0,0.0,0.02,4e-05,0.0,0.0,0.0,0.02,0.0,0.0
0,14773.89,39386.73,723796.85,0,8,12,0.114118,13.507885,2.46504,0.0,13.507443,1.611382,2.18698519,0.0,0.0
0,54345.49,0.0,108690.98,0,1,1,7.1,7.1,7.1,1.01,6.089118,3.5495589999999995,0.000882,0.0,0.0
0,3.3,37447.94,337061.2,0,8,1,0.2,70.0,19.631434,0.199289,69.99931099999999,19.630371,0.00957045,0.0,0.0
0,0.0,0.0,1.87,0,1,1,0.120301,0.120301,0.120301,0.119829,0.119829,0.119829,0.000471636,0.0,0.0
0,162.42,0.0,324.83,0,1,2,101.0,101.0,101.0,0.5,100.499016,50.499508,0.000984218,0.0,0.0
0,1.47,0.51,6.9,0,2,4,555.530899,1445.469101,1000.5,0.001078,1565.805509,500.249528,0.001886545,0.0,0.0
0,6.22,4288.13,433728.72,0,3,1,0.103736,11.274586,0.658375,0.095391,11.269695,0.657242,0.114346012,0.0,0.0
0,0.0,0.0,62.82,0,1,1,0.953062,0.953062,0.953062,0.952558,0.952558,0.952558,0.000504,0.0,0.0
0,162.92,0.15,326.42,0,4,2,2.784837,47.99895,25.25,0.8548709999999999,100.144144,50.499508,0.000984218,0.0,0.0
0,19.12,0.0,57.37,0,1,3,101.0,101.0,101.0,0.3,74.18692,33.666149,0.0015539999999999,0.0,0.0
0,3.66,77113.44,231351.3,0,3,1,1.99895,15.0,7.332983,1.998066,14.999392000000002,7.332086,0.00269186,0.0,0.0
0,1199.39,2173.15,580552.5,0,22,45,0.0,1264.041742,86.524912,0.0,2696.633909,59.427887,-1965.68779,0.0,0.0
0,106.52,0.97,321.5,0,2,3,24.605966,76.39403399999998,50.5,3.5,93.940193,33.666179,0.001464437,0.0,0.0
0,14076.0,4744.02,799304.32,1,6,18,0.0,52.654743,11.666274,0.0,178.5,8.809154,-31.90030379,0.0,0.0
0,36.77,3102.03,1129796.05,0,10,1,0.010035,1000.007417,4.712976,0.489657,1000.932379,6.277373000000001,0.216102577,0.0,0.0
0,156.87,5.4,324.53,0,2,2,26.567756,74.432244,50.5,17.8,83.19897399999998,50.499487,0.001026218,0.0,0.0
0,0.0,3.85,38452.28,1,330,0,0.0,38.0,0.003802,0.0,0.0,0.0,38.017,0.0,0.0
0,0.0,0.0,2.6,0,1,1,3.15,3.15,3.15,3.149528,3.149528,3.149528,0.000471636,0.0,0.0
0,8782.87,9575.43,768735.67,0,10,23,0.05,23.477,5.609592,0.0,21.02,2.998811,-13.86363733,0.0,0.0
0,0.81,14872.31,312335.48,0,2,3,0.021315,2.226262,0.337008,0.020475,2.225422,0.336068,0.01974,0.0,0.0
0,0.0,4.64,2726.18,0,1,1,0.015,6.909847,3.4624230000000003,6.924362,6.924362,6.924362,0.0004851,0.0,0.0
0,0.0,2073.53,319322.88,1,3,0,0.0,1.197972,0.531882,0.0,0.0,0.0,81.90989038,0.0,0.0
0,0.0,6541.29,143908.47,1,7,0,0.0,7.249416,3.4976870000000004,0.0,0.0,0.0,76.94912401,0.0,1.699107
0,10.98,652.71,1337841.2,0,12,3,0.099993,261.89,2.408585,0.489728,261.88937000000004,3.4674949999999995,1.027110559,0.0,0.0
0,2011.12,4215.1,183811.1,0,8,33,0.267,58.697202,14.853563,0.0,58.69674000000001,9.520765,0.029221478,0.0,0.638207
0,0.0,2081.99,229018.6,1,7,0,0.0,2.995,0.433954,0.0,0.0,0.0,47.73491496,0.0,0.998359
0,9571.15,8715.39,585169.25,0,4,2,2.536319,27.716124,14.084553,0.001759,32.680572,14.083635,0.029372443,0.0,0.0
0,0.0,1989.17,226764.83,1,3,0,0.0,0.735247,0.311136,0.0,0.0,0.0,35.46949621,0.0,0.337294
0,10269.07,16752.07,316681.52,0,3,8,0.540383,11.544906,1.835974,0.5,10.745391,3.212181,0.006191869,0.0,0.0
0,1666.38,2674.33,394939.43,0,11,33,0.001418,1.0,0.072103,0.0,1.034502,0.234796,0.01852628,0.0,0.0
0,5.14,25734.14,231653.52,0,4,9,0.026133,2.9946,0.4813060000000001,0.024926,2.994128,0.480782,0.004716176,0.0,0.0
0,158.55,1.78,320.67,0,2,2,41.181324,59.818676,50.5,5.0,95.998571,50.499286,0.001428506,0.0,0.0
0,0.0,1.65,3.3,0,1,0,0.05,0.949057,0.499528,0.0,0.0,0.0,0.99905674,0.0,0.0
0,158.66,0.0,317.32,0,1,2,101.0,101.0,101.0,0.193121,100.805895,50.499508,0.000984218,0.0,0.0
0,1211.93,369.71,3163.28,0,1,2,0.015336,0.995,0.5051680000000001,0.005,1.000379,0.502689,0.0049574,0.0,0.0
0,25.14,0.08,75.58,0,2,3,11.622077,89.377923,50.5,10.0,54.616874,33.666163,0.001512,0.0,0.0
0,0.0,0.0,13.22,0,1,1,11.0,11.0,11.0,10.99938,10.99938,10.99938,0.00062,0.0,0.0
0,10.77,1046.93,1615942.35,0,3,2,0.010253,1.342431,0.386105,0.043249,2.300837,0.390753,1.104067079,0.0,0.0
0,4481.0,826.6,337204.62,0,22,34,0.01,11.308382,2.399229,0.0,10.0,2.286314,0.028852362,0.0,0.0
0,72346.7,5896.79,910134.8,0,8,3,0.001989,2999.99,120.218386,1.0,5000.0,2236.061666,0.001553992,0.0,0.0
0,50.84,429.69,1630386.18,0,10,3,0.021218,65.548354,0.325192,0.497461,65.547626,2.006568,0.730177958,0.0,0.0
0,164.7,0.0,329.4,0,1,2,101.0,101.0,101.0,0.035,100.964016,50.499508,0.000984218,0.0,0.0
0,0.0,4907.12,88328.12,1,3,0,0.0,18.909852,8.097358999999999,0.0,0.0,0.0,145.7524674,0.0,0.0
0,1.93,4140.34,8284.53,0,2,1,0.290059,1.702487,0.996273,0.289633,1.701985,0.995809,0.000927256,0.0,0.0
0,0.0,0.0,14.87,0,1,1,22.0,22.0,22.0,21.99938,21.99938,21.99938,0.00062,0.0,0.0
0,83.87,653.37,141381.47,0,1,2,0.100048,1.018579,0.141219,0.099628,1.018159,0.142286,0.079821,0.0,0.0
0,160.54,0.21,321.5,0,2,2,36.02017100000001,64.97982900000001,50.5,9.63,91.369016,50.499508,0.000984218,0.0,0.0
0,0.0,1399.42,200117.58,1,4,0,0.0,2.507793,1.191433,0.0,0.0,0.0,170.37484980000005,0.0,0.696023
0,32.43,3016.12,1490477.42,0,6,2,0.010001,24.815796,0.571675,0.001295,24.805796,0.582446,-0.607219961,0.0,0.01
0,0.0,0.0,535.1,0,1,1,5.0,5.0,5.0,4.99938,4.99938,4.99938,0.00062,0.0,0.0
0,1739.48,57164.83,119548.1,0,1,3,1.0,1.395,1.1975,1.0,1.3,1.1,-0.905,0.0,0.0
0,0.0,0.0,9.17,0,1,1,0.61,0.61,0.61,0.60938,0.60938,0.60938,0.00062,0.0,0.0
0,108.18,0.0,324.53,0,2,3,8.856489,92.143511,50.5,5.86011,86.254152,33.666157,0.001530218,0.0,0.0
0,566.78,21176.0,498178.37,0,14,35,0.005391,19.941851,1.370483,0.0,14.997495,0.5335260000000001,-0.260364635,0.0,0.0
0,33.41,0.0,100.23,0,1,3,101.0,101.0,101.0,0.085208,98.11914,33.666163,0.001512,0.0,0.0
0,0.0,0.0,5.7,0,1,1,0.295,0.295,0.295,0.294528,0.294528,0.294528,0.000471636,0.0,0.0
0,161.87,0.0,323.73,0,1,2,101.0,101.0,101.0,5.7042,95.294774,50.499487,0.001026218,0.0,0.0
0,4.93,154.49,318.85,0,2,1,0.2,130.0,65.1,0.196747,129.999326,65.098037,0.00392689,0.0,0.0
0,823.89,187953.36,947181.8,0,5,6,0.022486,0.66898,0.277408,0.00016,0.664485,0.153579,0.00483033,0.0,0.0
0,1144.86,1812.83,747755.98,0,21,26,0.0,786.469893,5.455237,0.0,1150.0,17.220073,-0.3864176170000001,0.0,0.0
0,2365.36,12614.22,289342.82,0,5,1,0.2492,15.0,6.010661,0.244089,29.99356,8.436557,-62.96513712,0.0,0.0
0,0.0,26473.18,52946.35,1,2,0,0.0,20.0,10.0,0.0,0.0,0.0,20.0,0.0,0.0
0,2843.38,701.23,93523.65,0,28,9,0.009537,1459.45,116.53422,0.0,2228.88,190.1628,-1024.974975,0.0,0.01
0,692.16,6966.26,150220.47,0,6,15,0.02,20.1,2.979156,0.0,20.0,0.8428040000000001,0.46949099,0.0,0.0
0,101.46,0.0,304.38,0,1,2,101.0,101.0,101.0,8.0,82.73026999999998,33.66617100000001,0.001488218,0.0,0.0
0,4.2,8367.17,41856.87,0,5,1,1.0,38.78555,9.341723,0.998791,38.78467,9.340871,0.00425771,0.0,0.0
0,21.68,0.0,65.03,0,1,3,101.0,101.0,101.0,1.0,88.182734,33.666149,0.0015539999999999,0.0,0.0
0,546.06,0.0,73718.02,0,1,2,10.026984,10.026984,10.026984,0.0,5.1,0.420674,-46.76401642,0.0,0.0
0,7.1,0.0,21.3,0,2,3,504.190985,1496.809015,1000.5,0.5,1376.531813,666.999528,0.001414909,0.0,0.0
0,0.0,475.53,315273.08,0,1,0,0.05603,0.135944,0.100859,0.0,0.0,0.0,66.86982305,0.0,0.0
0,0.0,10442.99,20885.98,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0
0,230.52,4123.1,912647.1,0,3,4,0.017877,2.494,0.334369,0.016617,2.493265,0.345122,0.15771314,0.0,100.0
0,1043.02,171177.5,517704.57,0,3,3,0.029651,1.4,0.563625,0.0149,1.24,0.418725,0.01597397,0.0,154.202005
0,11202.05,17632.22,320290.55,0,3,11,1e-05,72.88171,12.255215,0.0,55.7128,6.197056,-1.111170747,0.0,0.0
0,160.58,0.0,321.17,0,1,2,101.0,101.0,101.0,9.0,91.998571,50.499286,0.001428506,0.0,0.0
0,164.72,0.0,329.43,0,2,2,49.757029,51.242971,50.5,0.10508,100.893894,50.499487,0.001026218,0.0,0.0
0,18514.48,35.44,629598.72,0,2,5,1.0,105.418602,36.059534,0.0,34.631167,3.438417,-8.727575427,0.0,0.0
0,107.63,0.0,322.9,0,1,3,101.0,101.0,101.0,0.701939,72.716328,33.666179,0.001464437,0.0,0.0
0,10015.17,31639.41,414951.87,0,2,6,0.030397,4.814564,1.583908,0.0,9.002001,1.095243,0.01701687,0.0,0.0
0,2.12,0.0,8.47,0,2,4,636.951252,1364.048748,1000.5,0.001078,1535.803249,500.249528,0.001886545,0.0,0.0
0,0.0,1766.28,291436.3,1,3,0,0.0,1.081733,0.87326,0.0,0.0,0.0,144.0878218,0.0,0.0
0,14.84,0.0,103.88,0,1,3,101.0,101.0,101.0,0.00206,51.847507,14.428067,0.003528,0.0,0.0
0,17.13,0.0,51.4,0,1,3,101.0,101.0,101.0,1.5,67.727733,33.666149,0.0015539999999999,0.0,0.0
0,47.23,7324.93,302305.82,0,3,42,0.05014,12.481503,0.821384,0.000909,12.481053,0.801334,0.020727636,0.0,0.0
0,3084.25,842.74,134498.93,0,3,1,0.045341,42.780479,12.35673,4.98568,510.754292,151.986265,0.01516962,0.0,1.0
0,1976.45,1758.19,59305.53,0,4,11,0.4964,39.873314,16.038995,0.0,40.0,6.560608,0.017582067,0.0,0.012432
0,0.0,0.0,15.58,0,1,1,0.173792,0.173792,0.173792,0.173287,0.173287,0.173287,0.0005056559999999,0.0,0.0
0,0.0,0.0,52.18,0,1,1,0.1,0.1,0.1,0.099496,0.099496,0.099496,0.000504,0.0,0.0
0,21.36,0.0,64.08,0,1,3,101.0,101.0,101.0,0.006631,56.539361,33.666149,0.0015539999999999,0.0,0.0
0,18.53,0.0,55.58,0,1,3,101.0,101.0,101.0,12.49,67.62025200000001,33.666149,0.0015539999999999,0.0,0.0
0,40686.65,24242.29,649289.5,0,2,2,0.73,23.456261,7.727419,0.000546,23.455820000000006,7.7269619999999986,0.004577207,0.0,0.0
0,2818.92,1493.28,543061.65,0,3,10,0.3,7.630021000000001,2.129554,0.0,3.4,0.097633,-7.90259034,0.0,0.0
0,1861.95,3299.78,1084594.63,0,78,87,0.0,51.988,9.440878,0.0,100.0,5.951868,-88.87025642,0.0,0.0
0,0.0,0.0,44.3,0,1,1,1.0001790000000002,1.0001790000000002,1.0001790000000002,0.999675,0.999675,0.999675,0.000504,0.0,0.0
0,161.92,0.5,324.83,0,2,2,49.33813,51.66187,50.5,0.75,100.249016,50.499508,0.000984218,0.0,0.0
0,0.0,0.0,110.12,0,1,1,0.597475,0.597475,0.597475,0.595275,0.595275,0.595275,0.0022,0.0,0.0
0,0.0,1518.9,94534.6,0,1,1,0.995,2.995,1.995,3.989559,3.989559,3.989559,0.000441,0.0,0.300552
0,0.0,25194.73,226752.53,1,2,0,0.0,405.0,104.788889,0.0,0.0,0.0,943.1,0.0,4.519578
0,202471.56,397.62,666660.12,0,2,2,0.111318,129.185216,6.1402230000000015,1.0815290000000002,897.3050529999998,304.963244,0.0035075,0.0,0.0
0,33.44,0.0,100.33,0,1,3,101.0,101.0,101.0,8.658009,82.907585,33.666163,0.001512,0.0,0.0
0,160.61,0.63,322.48,0,2,2,13.480099,87.519901,50.5,0.6,100.399016,50.499508,0.000984218,0.0,0.0
0,3.27,0.52,10.85,0,2,3,381.042718,1619.957282,1000.5,0.495,1574.120926,666.999528,0.001414909,0.0,0.0
0,2029.44,2772.94,1093058.47,0,89,63,0.0123,5.0,0.139158,0.0,2.630942,0.4426560000000001,0.403968907,0.0,0.0
0,46332.51,39450.96,514700.83,0,1,6,1.516486,8.875361999999997,3.706397,0.002329,8.874921,3.705956,0.002646,0.0,0.0
0,0.0,0.0,2.35,0,1,1,2.325925,2.325925,2.325925,2.325139,2.325139,2.325139,0.00078606,0.0,0.0
0,0.0,1971.81,226758.45,1,4,0,0.0,2.9894,0.23263,0.0,0.0,0.0,26.75245414,0.0,0.5862149999999999
0,1084.37,2309.6,349998.67,0,13,8,0.028149,0.247393,0.1318599999999999,0.0,0.227055,0.012686,0.5128756210000001,0.0,0.0
0,0.0,15.63,156255.3,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,5.16,34918.47,174618.15,0,4,1,0.1317559999999999,14.00383,3.723225,0.128503,14.002762,3.721302,0.009613723,0.0,0.0
0,41816.88,58905.01,982490.15,0,4,6,0.01,10.5613,3.751482,0.01,7.0,2.0325,25.0063,0.0,0.0
0,42862.41,8542.04,316968.72,0,6,5,0.198485,9.068317,2.386581,0.0,9.068,3.083288,-1.793660082,0.0,0.227545
0,17521.42,2173.56,260511.67,0,4,9,1.46236,12.783793,4.4351650000000005,0.0,12.0,2.439164,-3.102146976,0.0,0.0
0,21.0,0.0,63.0,0,1,3,101.0,101.0,101.0,0.005,56.575777,33.666149,0.0015539999999999,0.0,0.0
0,26855.44,35030.82,988992.73,0,4,15,0.0,640.0,125.333333,0.0,50.0,5.206,601.0260114,0.0,0.0
0,165.65,0.0,331.3,0,1,2,101.0,101.0,101.0,0.419366,100.99736,50.708363,-0.416725812,0.0,0.0
0,164.28,0.0,328.57,0,1,2,101.0,101.0,101.0,0.02,100.979016,50.499508,0.000984218,0.0,0.0
0,12214.73,8097.85,675111.67,0,10,21,0.000472,13.4,3.661339,0.0,10.0,1.787057,-16.38774081,0.0,0.0
0,0.0,0.0,53.37,0,1,1,23.944569,23.944569,23.944569,23.944065,23.944065,23.944065,0.000504,0.0,0.0
0,22.48,0.0,67.45,0,1,3,101.0,101.0,101.0,0.266425,71.896437,33.666149,0.0015539999999999,0.0,0.0
0,1520.24,4795.52,437653.97,0,12,26,0.001,400.735049,85.850984,0.0,689.18,64.235209,-29.7650507,0.0,0.0
0,377913.42,11269.86,812176.13,0,3,1,1.0,14.0,6.0254,0.5,14.5,7.5,15.127,0.0,0.0
0,0.0,0.0,304.57,0,1,1,3.0,3.0,3.0,2.99938,2.99938,2.99938,0.00062,0.0,0.0
0,9988.21,23826.16,189048.28,0,3,2,0.004,4.9868,1.42696,0.0,5.1168,1.018722,0.00374573,0.0,493.21
0,22.27,1045.39,1552263.87,0,13,3,0.101082,5000.0,18.753396,0.487633,4999.99874,21.68215,1.259710975,0.0,0.0
0,0.0,16745.47,100472.82,1,3,0,0.0,10.0,5.780215,0.0,0.0,0.0,34.68129065,0.0,0.559758
0,3.76,5100.19,224570.15,0,28,1,0.003909,49.0,9.905784,0.303421,48.998931,10.135065,0.046696362,0.0,0.0
0,0.0,3012.62,319337.85,1,4,0,0.0,0.422379,0.203145,0.0,0.0,0.0,21.53339222,0.0,0.386062
0,348.76,12696.72,328710.23,0,12,20,0.0,9.183,3.500582,0.0,14.0,2.1995150000000003,-318.0015180000001,0.0,0.0
0,125.71,2436.45,496574.42,0,2,2,0.050006,0.49,0.060154,0.04925,1.636285,0.089288,0.064324286,0.0,0.0
0,0.0,0.0,33.23,0,1,1,0.073643,0.073643,0.073643,0.073023,0.073023,0.073023,0.00062,0.0,0.0
0,7254.65,94500.98,327030.83,0,3,5,0.040818,1.74,0.615896,8e-05,1.704668,0.307215,0.0043994,0.0,0.0
0,163.33,0.0,326.65,0,1,2,101.0,101.0,101.0,0.8037569999999999,100.195259,50.499508,0.000984218,0.0,0.0
0,3.09,0.0,9.28,0,2,3,942.850538,1058.149462,1000.5,0.11279,1366.052401,666.999528,0.001414909,0.0,0.0
0,31.07,13.7,139946.33,0,1093,3,0.0979,9486.999139,30.860122,40.0,44447.0,1719.273256,7578.275097,0.0,0.0
0,7.17,3798.53,11417.1,0,1,1,0.3966,0.6452,0.5404329999999999,0.395497,0.644454,0.539611,0.002466022,0.0,0.0
0,160.8,0.84,323.28,0,2,2,46.658558,54.341442,50.5,0.49,100.509016,50.499508,0.000984218,0.0,0.0
0,21.81,0.0,65.42,0,1,3,101.0,101.0,101.0,0.055572,54.414911,33.666149,0.0015539999999999,0.0,0.0
0,87.41,8403.19,482827.98,0,2,1,0.026239,1.011923,0.76313,0.546605,2.00087,0.98721,0.061170938,0.0,0.0
0,0.0,0.0,6.02,0,1,1,1.016519,1.016519,1.016519,1.015183,1.015183,1.015183,0.00133589,0.0,0.0
0,2018.85,5951.41,350376.05,0,1,2,0.010413,0.199953,0.158842,0.048599,0.598476,0.212792,0.017856668,0.0,0.0
0,0.0,6028.68,198946.48,1,2,0,0.0,1.004533,0.904827,0.0,0.0,0.0,29.85930017,0.0,0.42353
0,0.0,0.0,2.68,0,1,1,0.454387,0.454387,0.454387,0.453916,0.453916,0.453916,0.000471636,0.0,0.0
0,0.0,0.0,0.0,0,1,0,3.77,3.77,3.77,0.0,0.0,0.0,3.77,0.0,0.0
0,0.0,214.21,909754.48,1,932,0,0.0,1.0,0.00048,0.0,0.0,0.0,2.036687015,2e-06,0.0
0,0.0,5399.48,226778.27,1,4,0,0.0,1.003235,0.8053859999999999,0.0,0.0,0.0,33.82622659,0.0,0.317599
0,160.91,0.84,323.5,0,2,2,49.008322,51.991678,50.5,0.568372,100.430644,50.499508,0.000984218,0.0,0.0
0,162.18,0.6,325.57,0,2,2,40.734961,60.265039,50.5,0.999405,99.999611,50.499508,0.000984218,0.0,0.0
0,0.0,2289.76,228976.47,1,5,0,0.0,4.846,0.95769,0.0,0.0,0.0,95.76903228,0.0,0.512998
0,7.14,52.71,295192.13,0,5,5067,0.995,1420.130877,125.373384,0.000739,999.99458,127.021936,-30705.94223,0.0,0.0
0,161.04,1.78,325.65,0,2,2,33.932959999999994,67.06704,50.5,0.162579,100.836437,50.499508,0.000984218,0.0,0.0
0,0.0,5669.69,226787.75,1,8,0,0.0,40.0,7.881388,0.0,0.0,0.0,315.255538,0.0,0.17035
0,0.0,2983.77,226766.85,1,6,0,0.0,103.3,18.914845,0.0,0.0,0.0,1437.5282,0.0,0.455305
0,0.0,30339.75,273057.78,1,2,0,0.036506,1.000251,0.340709,0.0,0.0,0.0,3.066385239,0.0,0.0
0,0.0,0.0,6.1,0,1,1,0.199608,0.199608,0.199608,0.199136,0.199136,0.199136,0.000471636,0.0,0.0
0,73.72,5049.43,839386.13,0,2,1,0.013249,15.355131,1.233799,0.502301,15.366864,1.321592,0.13937816,0.0,0.0
0,51087.09,19369.78,466806.08,0,2,8,0.014673,0.079107,0.042439,0.0,0.043887,0.015567,0.002784653,0.0,0.0
0,0.0,1929.89,291413.78,1,5,0,0.0,54.99,1.215183,0.0,0.0,0.0,183.4927076,0.0,0.0
0,162.18,0.37,325.1,0,2,2,31.356211,69.643789,50.5,2.0,98.999016,50.499508,0.000984218,0.0,0.0
0,31730.32,4592.35,426687.28,0,3,6,0.095,29.903729,5.403581,0.0,29.0087,4.918225,-4.982892965,0.0,0.0
0,0.0,373502.99,747016.12,0,2,1,0.240521,5.034407,2.637464,0.234521,0.234521,0.234521,5.040407,0.0,0.0
0,3.94,0.0,11.82,0,2,3,639.830076,1361.169924,1000.5,1.0,1168.9263529999996,666.999528,0.001414909,0.0,0.0
0,187079.53,12154.99,894178.02,0,4,1,0.09,53.011119,8.73961,1.1e-05,103.584307,26.218424,0.001617,0.0,0.0
0,41.24,1170.44,1274123.52,0,16,831,0.1,1270.708419,220.622704,0.000538,3499.3018840000004,195.755349,0.659788705,0.0,0.0
0,48.35,3501.52,564285.68,0,3,1,0.99,22.287038,1.604949,0.98958,22.286618,1.635393,0.06552,0.0,0.0
0,0.0,0.0,19.08,0,1,1,0.25,0.25,0.25,0.249496,0.249496,0.249496,0.000504,0.0,0.0
0,0.67,15574.88,31151.08,0,1,2,4.495,4.995,4.745,4.49374,4.99416,4.74395,0.0021,0.0,0.0
0,0.0,30250.38,60500.77,1,2,0,0.0,55.123449,27.561724,0.0,0.0,0.0,55.12344882,0.0,0.0
0,6.67,66745.12,200255.38,0,3,1,0.55,4.98,2.623333,0.545513,4.977311,2.620523,0.00842953,0.0,0.0
0,2.64,313.51,14221.27,0,2,1,0.005,14.114526,3.467268,0.0893299999999999,14.99758,3.628116,0.01806,0.0,0.0
0,18509.58,12261.06,454603.2,0,22,8,0.014,6.335003,1.030983,0.028472,11.436298,3.4285730000000005,-1.6540158669999998,0.0,2.068521
0,49270.89,2747.71,205326.7,0,2,1,9.994264,14.898853,11.819929,0.004861,14.895853,8.864419,0.0021109,0.0,0.0
0,0.0,7728.89,100475.57,1,5,0,0.0,109.18,25.953565,0.0,0.0,0.0,337.39634,0.0,1.992908
0,2.43,17983.02,143883.58,0,5,1,0.5,22.0,4.999948000000002,0.49943,21.999457,4.99934,0.004859287,0.0,0.0
0,0.0,0.0,671.3,0,1,1,0.999118,0.999118,0.999118,0.998498,0.998498,0.998498,0.00062,0.0,0.0
